dataset,sample_id,split,stratum,full_line_number,in_pilot,in_smoke20
fpb,fpb-full-000025,full,split=full|label=positive,25,True,False
fiqa_sa,fiqa_sa-valid-000099,valid,split=valid|label=positive,921,True,False
fiqa_sa,fiqa_sa-valid-000107,valid,split=valid|label=positive,929,True,False
finqa,finqa-test-000036,test,split=test,7170,True,False
finqa,finqa-test-000042,test,split=test,7176,True,False
finqa,finqa-test-000096,test,split=test,7230,True,False
finqa,finqa-test-000263,test,split=test,7397,True,False
finqa,finqa-test-000273,test,split=test,7407,True,False
finqa,finqa-test-000413,test,split=test,7547,True,False
finqa,finqa-test-000430,test,split=test,7564,True,False
finqa,finqa-test-000483,test,split=test,7617,True,False
finqa,finqa-test-000490,test,split=test,7624,True,False
finqa,finqa-test-000535,test,split=test,7669,True,True
finqa,finqa-test-000562,test,split=test,7696,True,False
finqa,finqa-test-000577,test,split=test,7711,True,False
finqa,finqa-test-000581,test,split=test,7715,True,False
finqa,finqa-test-000592,test,split=test,7726,True,False
finqa,finqa-test-000599,test,split=test,7733,True,False
finqa,finqa-test-000609,test,split=test,7743,True,False
finqa,finqa-test-000683,test,split=test,7817,True,False
finqa,finqa-test-000721,test,split=test,7855,True,False
finqa,finqa-test-000825,test,split=test,7959,True,False
finqa,finqa-test-000850,test,split=test,7984,True,False
finqa,finqa-test-000869,test,split=test,8003,True,False
finqa,finqa-test-000930,test,split=test,8064,True,False
finqa,finqa-test-000932,test,split=test,8066,True,False
finqa,finqa-test-000934,test,split=test,8068,True,False
finqa,finqa-test-001089,test,split=test,8223,True,True
finqa,finqa-test-001091,test,split=test,8225,True,True
finqa,finqa-test-001121,test,split=test,8255,True,False
finqa,finqa-test-001139,test,split=test,8273,True,False
finqa,finqa-train-000021,train,split=train,21,True,False
finqa,finqa-train-000091,train,split=train,91,True,False
finqa,finqa-train-000094,train,split=train,94,True,False
finqa,finqa-train-000124,train,split=train,124,True,False
finqa,finqa-train-000146,train,split=train,146,True,False
finqa,finqa-train-000230,train,split=train,230,True,False
finqa,finqa-train-000233,train,split=train,233,True,False
finqa,finqa-train-000240,train,split=train,240,True,False
finqa,finqa-train-000301,train,split=train,301,True,False
finqa,finqa-train-000409,train,split=train,409,True,False
finqa,finqa-train-000521,train,split=train,521,True,False
finqa,finqa-train-000538,train,split=train,538,True,False
finqa,finqa-train-000556,train,split=train,556,True,False
finqa,finqa-train-000557,train,split=train,557,True,False
finqa,finqa-train-000641,train,split=train,641,True,False
finqa,finqa-train-000665,train,split=train,665,True,False
finqa,finqa-train-000749,train,split=train,749,True,False
finqa,finqa-train-000759,train,split=train,759,True,False
finqa,finqa-train-000766,train,split=train,766,True,False
finqa,finqa-train-000809,train,split=train,809,True,False
finqa,finqa-train-000857,train,split=train,857,True,False
finqa,finqa-train-000898,train,split=train,898,True,False
finqa,finqa-train-000942,train,split=train,942,True,False
finqa,finqa-train-000973,train,split=train,973,True,False
finqa,finqa-train-000975,train,split=train,975,True,False
finqa,finqa-train-000981,train,split=train,981,True,False
finqa,finqa-train-001018,train,split=train,1018,True,False
finqa,finqa-train-001048,train,split=train,1048,True,True
finqa,finqa-train-001148,train,split=train,1148,True,False
finqa,finqa-train-001241,train,split=train,1241,True,False
finqa,finqa-train-001246,train,split=train,1246,True,False
finqa,finqa-train-001304,train,split=train,1304,True,False
finqa,finqa-train-001347,train,split=train,1347,True,False
finqa,finqa-train-001356,train,split=train,1356,True,False
finqa,finqa-train-001404,train,split=train,1404,True,False
finqa,finqa-train-001416,train,split=train,1416,True,False
finqa,finqa-train-001442,train,split=train,1442,True,False
finqa,finqa-train-001455,train,split=train,1455,True,False
finqa,finqa-train-001554,train,split=train,1554,True,False
finqa,finqa-train-001573,train,split=train,1573,True,False
finqa,finqa-train-001680,train,split=train,1680,True,False
finqa,finqa-train-001696,train,split=train,1696,True,False
finqa,finqa-train-001740,train,split=train,1740,True,False
finqa,finqa-train-001772,train,split=train,1772,True,False
finqa,finqa-train-001794,train,split=train,1794,True,True
finqa,finqa-train-001902,train,split=train,1902,True,False
finqa,finqa-train-001925,train,split=train,1925,True,False
finqa,finqa-train-001955,train,split=train,1955,True,False
finqa,finqa-train-001979,train,split=train,1979,True,False
finqa,finqa-train-002123,train,split=train,2123,True,False
finqa,finqa-train-002159,train,split=train,2159,True,False
finqa,finqa-train-002163,train,split=train,2163,True,True
finqa,finqa-train-002181,train,split=train,2181,True,False
finqa,finqa-train-002189,train,split=train,2189,True,True
finqa,finqa-train-002260,train,split=train,2260,True,False
finqa,finqa-train-002276,train,split=train,2276,True,False
finqa,finqa-train-002410,train,split=train,2410,True,False
finqa,finqa-train-002417,train,split=train,2417,True,False
finqa,finqa-train-002428,train,split=train,2428,True,False
finqa,finqa-train-002431,train,split=train,2431,True,False
finqa,finqa-train-002437,train,split=train,2437,True,False
finqa,finqa-train-002449,train,split=train,2449,True,False
finqa,finqa-train-002506,train,split=train,2506,True,True
finqa,finqa-train-002527,train,split=train,2527,True,False
finqa,finqa-train-002546,train,split=train,2546,True,False
finqa,finqa-train-002649,train,split=train,2649,True,False
finqa,finqa-train-002689,train,split=train,2689,True,False
finqa,finqa-train-002747,train,split=train,2747,True,False
finqa,finqa-train-002771,train,split=train,2771,True,False
finqa,finqa-train-002799,train,split=train,2799,True,False
finqa,finqa-train-002812,train,split=train,2812,True,False
finqa,finqa-train-002880,train,split=train,2880,True,False
finqa,finqa-train-002884,train,split=train,2884,True,True
finqa,finqa-train-003143,train,split=train,3143,True,False
finqa,finqa-train-003289,train,split=train,3289,True,False
finqa,finqa-train-003319,train,split=train,3319,True,False
finqa,finqa-train-003383,train,split=train,3383,True,False
finqa,finqa-train-003386,train,split=train,3386,True,False
finqa,finqa-train-003428,train,split=train,3428,True,False
finqa,finqa-train-003474,train,split=train,3474,True,False
finqa,finqa-train-003520,train,split=train,3520,True,True
finqa,finqa-train-003581,train,split=train,3581,True,False
finqa,finqa-train-003625,train,split=train,3625,True,False
finqa,finqa-train-003652,train,split=train,3652,True,False
finqa,finqa-train-003656,train,split=train,3656,True,False
finqa,finqa-train-003817,train,split=train,3817,True,False
finqa,finqa-train-003938,train,split=train,3938,True,False
finqa,finqa-train-003940,train,split=train,3940,True,False
finqa,finqa-train-003942,train,split=train,3942,True,False
finqa,finqa-train-003943,train,split=train,3943,True,False
finqa,finqa-train-003949,train,split=train,3949,True,False
finqa,finqa-train-003954,train,split=train,3954,True,False
finqa,finqa-train-003968,train,split=train,3968,True,False
finqa,finqa-train-004007,train,split=train,4007,True,False
finqa,finqa-train-004036,train,split=train,4036,True,False
finqa,finqa-train-004101,train,split=train,4101,True,False
finqa,finqa-train-004135,train,split=train,4135,True,False
finqa,finqa-train-004137,train,split=train,4137,True,False
finqa,finqa-train-004145,train,split=train,4145,True,False
finqa,finqa-train-004151,train,split=train,4151,True,False
finqa,finqa-train-004176,train,split=train,4176,True,True
finqa,finqa-train-004304,train,split=train,4304,True,False
finqa,finqa-train-004390,train,split=train,4390,True,False
finqa,finqa-train-004393,train,split=train,4393,True,True
finqa,finqa-train-004407,train,split=train,4407,True,False
finqa,finqa-train-004417,train,split=train,4417,True,False
finqa,finqa-train-004448,train,split=train,4448,True,False
finqa,finqa-train-004513,train,split=train,4513,True,False
finqa,finqa-train-004545,train,split=train,4545,True,True
finqa,finqa-train-004562,train,split=train,4562,True,False
finqa,finqa-train-004590,train,split=train,4590,True,False
finqa,finqa-train-004680,train,split=train,4680,True,False
finqa,finqa-train-004725,train,split=train,4725,True,False
finqa,finqa-train-004799,train,split=train,4799,True,False
finqa,finqa-train-004800,train,split=train,4800,True,False
finqa,finqa-train-004860,train,split=train,4860,True,False
finqa,finqa-train-004871,train,split=train,4871,True,False
finqa,finqa-train-004894,train,split=train,4894,True,True
finqa,finqa-train-004899,train,split=train,4899,True,False
finqa,finqa-train-004929,train,split=train,4929,True,False
finqa,finqa-train-004951,train,split=train,4951,True,False
finqa,finqa-train-005000,train,split=train,5000,True,False
finqa,finqa-train-005047,train,split=train,5047,True,False
finqa,finqa-train-005118,train,split=train,5118,True,False
finqa,finqa-train-005161,train,split=train,5161,True,False
finqa,finqa-train-005186,train,split=train,5186,True,False
finqa,finqa-train-005214,train,split=train,5214,True,False
finqa,finqa-train-005259,train,split=train,5259,True,False
finqa,finqa-train-005286,train,split=train,5286,True,False
finqa,finqa-train-005376,train,split=train,5376,True,False
finqa,finqa-train-005462,train,split=train,5462,True,False
finqa,finqa-train-005468,train,split=train,5468,True,True
finqa,finqa-train-005721,train,split=train,5721,True,False
finqa,finqa-train-005743,train,split=train,5743,True,False
finqa,finqa-train-005747,train,split=train,5747,True,False
finqa,finqa-train-005749,train,split=train,5749,True,True
finqa,finqa-train-005757,train,split=train,5757,True,False
finqa,finqa-train-005765,train,split=train,5765,True,False
finqa,finqa-train-005768,train,split=train,5768,True,False
finqa,finqa-train-005783,train,split=train,5783,True,False
finqa,finqa-train-005793,train,split=train,5793,True,False
finqa,finqa-train-005815,train,split=train,5815,True,False
finqa,finqa-train-005834,train,split=train,5834,True,False
finqa,finqa-train-005958,train,split=train,5958,True,False
finqa,finqa-train-006024,train,split=train,6024,True,False
finqa,finqa-train-006042,train,split=train,6042,True,False
finqa,finqa-train-006106,train,split=train,6106,True,False
finqa,finqa-train-006150,train,split=train,6150,True,True
finqa,finqa-train-006159,train,split=train,6159,True,False
finqa,finqa-train-006172,train,split=train,6172,True,False
finqa,finqa-train-006209,train,split=train,6209,True,True
finqa,finqa-valid-000036,valid,split=valid,6287,True,False
finqa,finqa-valid-000037,valid,split=valid,6288,True,False
finqa,finqa-valid-000051,valid,split=valid,6302,True,False
finqa,finqa-valid-000064,valid,split=valid,6315,True,False
finqa,finqa-valid-000146,valid,split=valid,6397,True,False
finqa,finqa-valid-000154,valid,split=valid,6405,True,False
finqa,finqa-valid-000273,valid,split=valid,6524,True,False
finqa,finqa-valid-000324,valid,split=valid,6575,True,False
finqa,finqa-valid-000340,valid,split=valid,6591,True,False
finqa,finqa-valid-000381,valid,split=valid,6632,True,False
finqa,finqa-valid-000453,valid,split=valid,6704,True,False
finqa,finqa-valid-000458,valid,split=valid,6709,True,False
finqa,finqa-valid-000496,valid,split=valid,6747,True,False
finqa,finqa-valid-000542,valid,split=valid,6793,True,True
finqa,finqa-valid-000605,valid,split=valid,6856,True,True
finqa,finqa-valid-000659,valid,split=valid,6910,True,False
finqa,finqa-valid-000709,valid,split=valid,6960,True,False
finqa,finqa-valid-000730,valid,split=valid,6981,True,False
finqa,finqa-valid-000813,valid,split=valid,7064,True,False
finqa,finqa-valid-000817,valid,split=valid,7068,True,False
finqa,finqa-valid-000877,valid,split=valid,7128,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000002,test,split=test,2,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000004,test,split=test,4,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000007,test,split=test,7,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000009,test,split=test,9,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000010,test,split=test,10,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000012,test,split=test,12,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000013,test,split=test,13,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000015,test,split=test,15,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000020,test,split=test,20,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000024,test,split=test,24,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000025,test,split=test,25,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000027,test,split=test,27,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000028,test,split=test,28,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000030,test,split=test,30,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000031,test,split=test,31,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000032,test,split=test,32,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000033,test,split=test,33,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000035,test,split=test,35,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000036,test,split=test,36,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000038,test,split=test,38,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000040,test,split=test,40,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000041,test,split=test,41,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000043,test,split=test,43,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000044,test,split=test,44,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000048,test,split=test,48,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000052,test,split=test,52,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000054,test,split=test,54,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000057,test,split=test,57,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000059,test,split=test,59,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000065,test,split=test,65,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000068,test,split=test,68,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000070,test,split=test,70,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000079,test,split=test,79,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000083,test,split=test,83,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000088,test,split=test,88,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000091,test,split=test,91,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000092,test,split=test,92,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000095,test,split=test,95,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000096,test,split=test,96,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000097,test,split=test,97,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000100,test,split=test,100,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000102,test,split=test,102,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000104,test,split=test,104,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000105,test,split=test,105,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000106,test,split=test,106,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000108,test,split=test,108,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000109,test,split=test,109,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000113,test,split=test,113,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000116,test,split=test,116,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000117,test,split=test,117,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000118,test,split=test,118,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000120,test,split=test,120,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000121,test,split=test,121,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000124,test,split=test,124,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000126,test,split=test,126,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000128,test,split=test,128,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000130,test,split=test,130,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000131,test,split=test,131,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000134,test,split=test,134,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000136,test,split=test,136,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000138,test,split=test,138,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000141,test,split=test,141,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000143,test,split=test,143,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000145,test,split=test,145,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000147,test,split=test,147,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000151,test,split=test,151,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000152,test,split=test,152,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000153,test,split=test,153,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000156,test,split=test,156,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000158,test,split=test,158,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000160,test,split=test,160,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000161,test,split=test,161,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000162,test,split=test,162,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000164,test,split=test,164,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000167,test,split=test,167,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000169,test,split=test,169,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000172,test,split=test,172,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000173,test,split=test,173,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000175,test,split=test,175,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000177,test,split=test,177,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000181,test,split=test,181,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000182,test,split=test,182,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000188,test,split=test,188,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000192,test,split=test,192,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000193,test,split=test,193,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000194,test,split=test,194,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000197,test,split=test,197,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000200,test,split=test,200,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000203,test,split=test,203,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000210,test,split=test,210,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000214,test,split=test,214,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000216,test,split=test,216,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000219,test,split=test,219,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000221,test,split=test,221,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000223,test,split=test,223,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000224,test,split=test,224,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000225,test,split=test,225,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000227,test,split=test,227,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000229,test,split=test,229,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000230,test,split=test,230,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000234,test,split=test,234,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000235,test,split=test,235,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000236,test,split=test,236,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000237,test,split=test,237,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000241,test,split=test,241,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000242,test,split=test,242,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000243,test,split=test,243,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000244,test,split=test,244,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000245,test,split=test,245,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000246,test,split=test,246,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000247,test,split=test,247,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000249,test,split=test,249,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000252,test,split=test,252,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000253,test,split=test,253,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000257,test,split=test,257,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000259,test,split=test,259,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000260,test,split=test,260,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000262,test,split=test,262,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000264,test,split=test,264,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000268,test,split=test,268,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000270,test,split=test,270,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000271,test,split=test,271,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000273,test,split=test,273,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000274,test,split=test,274,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000275,test,split=test,275,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000279,test,split=test,279,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000281,test,split=test,281,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000282,test,split=test,282,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000283,test,split=test,283,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000284,test,split=test,284,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000285,test,split=test,285,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000288,test,split=test,288,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000291,test,split=test,291,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000293,test,split=test,293,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000301,test,split=test,301,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000302,test,split=test,302,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000309,test,split=test,309,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000310,test,split=test,310,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000312,test,split=test,312,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000313,test,split=test,313,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000316,test,split=test,316,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000319,test,split=test,319,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000320,test,split=test,320,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000322,test,split=test,322,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000323,test,split=test,323,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000325,test,split=test,325,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000326,test,split=test,326,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000331,test,split=test,331,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000332,test,split=test,332,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000334,test,split=test,334,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000336,test,split=test,336,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000339,test,split=test,339,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000348,test,split=test,348,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000353,test,split=test,353,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000354,test,split=test,354,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000356,test,split=test,356,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000357,test,split=test,357,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000358,test,split=test,358,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000362,test,split=test,362,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000368,test,split=test,368,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000369,test,split=test,369,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000370,test,split=test,370,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000371,test,split=test,371,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000372,test,split=test,372,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000373,test,split=test,373,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000374,test,split=test,374,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000380,test,split=test,380,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000385,test,split=test,385,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000387,test,split=test,387,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000388,test,split=test,388,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000390,test,split=test,390,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000391,test,split=test,391,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000392,test,split=test,392,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000394,test,split=test,394,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000395,test,split=test,395,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000397,test,split=test,397,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000399,test,split=test,399,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000402,test,split=test,402,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000404,test,split=test,404,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000405,test,split=test,405,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000406,test,split=test,406,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000413,test,split=test,413,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000417,test,split=test,417,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000419,test,split=test,419,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000423,test,split=test,423,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000429,test,split=test,429,True,True
financial_mmlu_ko,financial_mmlu_ko-test-000430,test,split=test,430,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000432,test,split=test,432,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000436,test,split=test,436,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000438,test,split=test,438,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000439,test,split=test,439,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000442,test,split=test,442,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000444,test,split=test,444,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000445,test,split=test,445,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000446,test,split=test,446,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000447,test,split=test,447,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000448,test,split=test,448,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000450,test,split=test,450,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000452,test,split=test,452,True,False
financial_mmlu_ko,financial_mmlu_ko-test-000455,test,split=test,455,True,True
