request_number,scope,variant,sample_id,dataset,provider,model,attempt,status,http_status,error_type,error_message,input_tokens,cache_hit_input_tokens,cache_miss_input_tokens,output_tokens,total_tokens,latency_ms,estimated_cost_usd,requested_at_utc,completed_at_utc
130,pilot,B,fpb-full-003080,fpb,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,1199.25,3.611e-05,2026-07-20T17:00:45.528907+00:00,2026-07-20T17:00:46.727588+00:00
131,pilot,B,fpb-full-003085,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,1170.59,4.35e-05,2026-07-20T17:00:47.041144+00:00,2026-07-20T17:00:48.211592+00:00
132,pilot,B,fpb-full-003086,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,1361.58,3.871e-05,2026-07-20T17:00:48.525680+00:00,2026-07-20T17:00:49.886954+00:00
133,pilot,B,fpb-full-003104,fpb,deepseek,deepseek-v4-pro,1,success,200,,,100,0,100,1,101,1499.81,4.437e-05,2026-07-20T17:00:50.200160+00:00,2026-07-20T17:00:51.699768+00:00
134,pilot,B,fpb-full-003144,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,1107.67,4.306e-05,2026-07-20T17:00:52.013607+00:00,2026-07-20T17:00:53.121433+00:00
135,pilot,B,fpb-full-003168,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,1331.86,4.306e-05,2026-07-20T17:00:53.434847+00:00,2026-07-20T17:00:54.766656+00:00
136,pilot,B,fpb-full-003171,fpb,deepseek,deepseek-v4-pro,1,success,200,,,88,0,88,1,89,1441.69,3.915e-05,2026-07-20T17:00:55.079342+00:00,2026-07-20T17:00:56.520870+00:00
137,pilot,B,fpb-full-003235,fpb,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,1547.29,3.611e-05,2026-07-20T17:00:56.833350+00:00,2026-07-20T17:00:58.380148+00:00
138,pilot,B,fpb-full-003299,fpb,deepseek,deepseek-v4-pro,1,success,200,,,119,0,119,1,120,1143.89,5.264e-05,2026-07-20T17:00:58.694862+00:00,2026-07-20T17:00:59.838335+00:00
139,pilot,B,fpb-full-003311,fpb,deepseek,deepseek-v4-pro,1,success,200,,,117,0,117,1,118,1380.35,5.176e-05,2026-07-20T17:01:00.152548+00:00,2026-07-20T17:01:01.532557+00:00
140,pilot,B,fpb-full-003315,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,1232.99,3.828e-05,2026-07-20T17:01:01.846734+00:00,2026-07-20T17:01:03.080216+00:00
141,pilot,B,fpb-full-003332,fpb,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,1240.0,4.089e-05,2026-07-20T17:01:03.393138+00:00,2026-07-20T17:01:04.633222+00:00
142,pilot,B,fpb-full-003363,fpb,deepseek,deepseek-v4-pro,1,success,200,,,94,0,94,1,95,1258.06,4.176e-05,2026-07-20T17:01:04.946097+00:00,2026-07-20T17:01:06.204095+00:00
143,pilot,B,fpb-full-003381,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,1199.39,3.697e-05,2026-07-20T17:01:06.517343+00:00,2026-07-20T17:01:07.716491+00:00
144,pilot,B,fpb-full-003384,fpb,deepseek,deepseek-v4-pro,1,success,200,,,124,0,124,1,125,1522.65,5.481e-05,2026-07-20T17:01:08.030305+00:00,2026-07-20T17:01:09.552498+00:00
145,pilot,B,fpb-full-003432,fpb,deepseek,deepseek-v4-pro,1,success,200,,,110,0,110,1,111,1292.83,4.872e-05,2026-07-20T17:01:09.866554+00:00,2026-07-20T17:01:11.159139+00:00
146,pilot,B,fpb-full-003435,fpb,deepseek,deepseek-v4-pro,1,success,200,,,110,0,110,1,111,1384.84,4.872e-05,2026-07-20T17:01:11.473770+00:00,2026-07-20T17:01:12.858643+00:00
147,pilot,B,fpb-full-003451,fpb,deepseek,deepseek-v4-pro,1,success,200,,,75,0,75,1,76,1275.99,3.349e-05,2026-07-20T17:01:13.172797+00:00,2026-07-20T17:01:14.448691+00:00
148,pilot,B,fpb-full-003470,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,841.5,3.871e-05,2026-07-20T17:01:14.763410+00:00,2026-07-20T17:01:15.604245+00:00
149,pilot,B,fpb-full-003487,fpb,deepseek,deepseek-v4-pro,1,success,200,,,77,0,77,1,78,1091.51,3.437e-05,2026-07-20T17:01:15.919514+00:00,2026-07-20T17:01:17.011245+00:00
150,pilot,B,fpb-full-003505,fpb,deepseek,deepseek-v4-pro,1,success,200,,,121,0,121,1,122,886.77,5.35e-05,2026-07-20T17:01:17.323889+00:00,2026-07-20T17:01:18.210012+00:00
151,pilot,B,fpb-full-003519,fpb,deepseek,deepseek-v4-pro,1,success,200,,,138,0,138,1,139,964.44,6.09e-05,2026-07-20T17:01:18.523853+00:00,2026-07-20T17:01:19.487602+00:00
152,pilot,B,fpb-full-003523,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,930.67,3.828e-05,2026-07-20T17:01:19.802036+00:00,2026-07-20T17:01:20.732012+00:00
153,pilot,B,fpb-full-003605,fpb,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,1037.99,3.785e-05,2026-07-20T17:01:21.046097+00:00,2026-07-20T17:01:22.084648+00:00
154,pilot,B,fpb-full-003634,fpb,deepseek,deepseek-v4-pro,1,success,200,,,111,0,111,1,112,920.18,4.915e-05,2026-07-20T17:01:22.398108+00:00,2026-07-20T17:01:23.318782+00:00
155,pilot,B,fpb-full-003667,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,1031.84,4.306e-05,2026-07-20T17:01:23.631960+00:00,2026-07-20T17:01:24.663868+00:00
156,pilot,B,fpb-full-003675,fpb,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,1351.35,3.958e-05,2026-07-20T17:01:24.976734+00:00,2026-07-20T17:01:26.327715+00:00
157,pilot,B,fpb-full-003702,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,1275.39,4.35e-05,2026-07-20T17:01:26.641753+00:00,2026-07-20T17:01:27.916572+00:00
158,pilot,B,fpb-full-003732,fpb,deepseek,deepseek-v4-pro,1,success,200,,,100,0,100,1,101,990.26,4.437e-05,2026-07-20T17:01:28.230343+00:00,2026-07-20T17:01:29.219951+00:00
159,pilot,B,fpb-full-003745,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,1301.22,3.871e-05,2026-07-20T17:01:29.534815+00:00,2026-07-20T17:01:30.835598+00:00
160,pilot,B,fpb-full-003746,fpb,deepseek,deepseek-v4-pro,1,success,200,,,103,0,103,1,104,1287.74,4.567e-05,2026-07-20T17:01:31.149697+00:00,2026-07-20T17:01:32.438095+00:00
161,pilot,B,fpb-full-003752,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,1435.94,4.654e-05,2026-07-20T17:01:32.752106+00:00,2026-07-20T17:01:34.187503+00:00
162,pilot,B,fpb-full-003774,fpb,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,1107.31,3.611e-05,2026-07-20T17:01:34.501043+00:00,2026-07-20T17:01:35.607815+00:00
163,pilot,B,fpb-full-003787,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,1492.43,4.393e-05,2026-07-20T17:01:35.921904+00:00,2026-07-20T17:01:37.413948+00:00
164,pilot,B,fpb-full-003790,fpb,deepseek,deepseek-v4-pro,1,success,200,,,103,0,103,1,104,1283.8,4.567e-05,2026-07-20T17:01:37.727291+00:00,2026-07-20T17:01:39.010333+00:00
165,pilot,B,fpb-full-003802,fpb,deepseek,deepseek-v4-pro,1,success,200,,,103,0,103,1,104,1318.08,4.567e-05,2026-07-20T17:01:39.324194+00:00,2026-07-20T17:01:40.641870+00:00
166,pilot,B,fpb-full-003817,fpb,deepseek,deepseek-v4-pro,1,success,200,,,103,0,103,1,104,1265.43,4.567e-05,2026-07-20T17:01:40.955230+00:00,2026-07-20T17:01:42.220157+00:00
167,pilot,B,fpb-full-003821,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,1287.01,4.524e-05,2026-07-20T17:01:42.534621+00:00,2026-07-20T17:01:43.821944+00:00
168,pilot,B,fpb-full-003824,fpb,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,915.74,4.002e-05,2026-07-20T17:01:44.135828+00:00,2026-07-20T17:01:45.051397+00:00
169,pilot,B,fpb-full-003837,fpb,deepseek,deepseek-v4-pro,1,success,200,,,94,0,94,1,95,1021.89,4.176e-05,2026-07-20T17:01:45.365114+00:00,2026-07-20T17:01:46.387190+00:00
170,pilot,B,fpb-full-003839,fpb,deepseek,deepseek-v4-pro,1,success,200,,,117,0,117,1,118,761.54,5.176e-05,2026-07-20T17:01:46.700650+00:00,2026-07-20T17:01:47.461704+00:00
171,pilot,B,fpb-full-003865,fpb,deepseek,deepseek-v4-pro,1,success,200,,,94,0,94,1,95,1150.56,4.176e-05,2026-07-20T17:01:47.775615+00:00,2026-07-20T17:01:48.925819+00:00
172,pilot,B,fpb-full-003943,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,960.55,4.35e-05,2026-07-20T17:01:49.240265+00:00,2026-07-20T17:01:50.200658+00:00
173,pilot,B,fpb-full-003948,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,899.52,4.654e-05,2026-07-20T17:01:50.513822+00:00,2026-07-20T17:01:51.413444+00:00
174,pilot,B,fpb-full-004054,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,831.09,4.35e-05,2026-07-20T17:01:51.727422+00:00,2026-07-20T17:01:52.557641+00:00
175,pilot,B,fpb-full-004160,fpb,deepseek,deepseek-v4-pro,1,success,200,,,107,0,107,1,108,1053.06,4.741e-05,2026-07-20T17:01:52.871705+00:00,2026-07-20T17:01:53.924755+00:00
176,pilot,B,fpb-full-004170,fpb,deepseek,deepseek-v4-pro,1,success,200,,,110,0,110,1,111,905.96,4.872e-05,2026-07-20T17:01:54.238166+00:00,2026-07-20T17:01:55.144438+00:00
177,pilot,B,fpb-full-004175,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,897.42,3.697e-05,2026-07-20T17:01:55.457055+00:00,2026-07-20T17:01:56.354964+00:00
178,pilot,B,fpb-full-004190,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,808.51,4.35e-05,2026-07-20T17:01:56.668813+00:00,2026-07-20T17:01:57.476628+00:00
179,pilot,B,fpb-full-004197,fpb,deepseek,deepseek-v4-pro,1,success,200,,,93,0,93,1,94,909.37,4.132e-05,2026-07-20T17:01:57.790019+00:00,2026-07-20T17:01:58.699221+00:00
180,pilot,B,fpb-full-004198,fpb,deepseek,deepseek-v4-pro,1,success,200,,,78,0,78,1,79,1113.36,3.48e-05,2026-07-20T17:01:59.012418+00:00,2026-07-20T17:02:00.125835+00:00
181,pilot,B,fpb-full-004211,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,912.63,4.393e-05,2026-07-20T17:02:00.440324+00:00,2026-07-20T17:02:01.353232+00:00
182,pilot,B,fpb-full-004220,fpb,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,865.13,3.654e-05,2026-07-20T17:02:01.667370+00:00,2026-07-20T17:02:02.532544+00:00
183,pilot,B,fpb-full-004288,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,816.54,4.35e-05,2026-07-20T17:02:02.846556+00:00,2026-07-20T17:02:03.663014+00:00
184,pilot,B,fpb-full-004296,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,878.78,3.871e-05,2026-07-20T17:02:03.975760+00:00,2026-07-20T17:02:04.854730+00:00
185,pilot,B,fpb-full-004322,fpb,deepseek,deepseek-v4-pro,1,success,200,,,94,0,94,1,95,1116.38,4.176e-05,2026-07-20T17:02:05.169140+00:00,2026-07-20T17:02:06.285328+00:00
186,pilot,B,fpb-full-004358,fpb,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,888.68,3.654e-05,2026-07-20T17:02:06.598770+00:00,2026-07-20T17:02:07.487281+00:00
187,pilot,B,fpb-full-004401,fpb,deepseek,deepseek-v4-pro,1,success,200,,,130,128,2,1,131,975.5,2.2e-06,2026-07-20T17:02:07.801715+00:00,2026-07-20T17:02:08.776990+00:00
188,pilot,B,fpb-full-004437,fpb,deepseek,deepseek-v4-pro,1,success,200,,,104,0,104,1,105,806.24,4.611e-05,2026-07-20T17:02:09.089972+00:00,2026-07-20T17:02:09.896590+00:00
189,pilot,B,fpb-full-004444,fpb,deepseek,deepseek-v4-pro,1,success,200,,,108,0,108,1,109,1285.86,4.785e-05,2026-07-20T17:02:10.210019+00:00,2026-07-20T17:02:11.496040+00:00
190,pilot,B,fpb-full-004449,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,1181.35,4.306e-05,2026-07-20T17:02:11.810674+00:00,2026-07-20T17:02:12.992362+00:00
191,pilot,B,fpb-full-004460,fpb,deepseek,deepseek-v4-pro,1,success,200,,,117,0,117,1,118,1132.71,5.176e-05,2026-07-20T17:02:13.305889+00:00,2026-07-20T17:02:14.438429+00:00
192,pilot,B,fpb-full-004559,fpb,deepseek,deepseek-v4-pro,1,success,200,,,111,0,111,1,112,653.8,4.915e-05,2026-07-20T17:02:14.751882+00:00,2026-07-20T17:02:15.405046+00:00
193,pilot,B,fpb-full-004565,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,1009.16,3.828e-05,2026-07-20T17:02:15.719068+00:00,2026-07-20T17:02:16.728357+00:00
194,pilot,B,fpb-full-004686,fpb,deepseek,deepseek-v4-pro,1,success,200,,,138,0,138,1,139,882.83,6.09e-05,2026-07-20T17:02:17.041757+00:00,2026-07-20T17:02:17.924035+00:00
195,pilot,B,fpb-full-004698,fpb,deepseek,deepseek-v4-pro,1,success,200,,,116,0,116,1,117,874.94,5.133e-05,2026-07-20T17:02:18.238203+00:00,2026-07-20T17:02:19.113426+00:00
196,pilot,B,fpb-full-004723,fpb,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,902.15,4.002e-05,2026-07-20T17:02:19.426728+00:00,2026-07-20T17:02:20.328066+00:00
197,pilot,B,fpb-full-004739,fpb,deepseek,deepseek-v4-pro,1,success,200,,,114,0,114,1,115,753.98,5.046e-05,2026-07-20T17:02:20.642031+00:00,2026-07-20T17:02:21.396421+00:00
198,pilot,B,fpb-full-004804,fpb,deepseek,deepseek-v4-pro,1,success,200,,,114,0,114,1,115,824.54,5.046e-05,2026-07-20T17:02:21.709499+00:00,2026-07-20T17:02:22.533975+00:00
199,pilot,B,fpb-full-004835,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,824.63,4.393e-05,2026-07-20T17:02:22.848470+00:00,2026-07-20T17:02:23.673290+00:00
200,pilot,B,fpb-full-004844,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,816.95,4.654e-05,2026-07-20T17:02:24.013569+00:00,2026-07-20T17:02:24.829843+00:00
201,pilot,B,fiqa_sa-test-000014,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,88,0,88,1,89,751.92,3.915e-05,2026-07-20T17:02:25.143645+00:00,2026-07-20T17:02:25.895974+00:00
202,pilot,B,fiqa_sa-test-000040,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,841.54,3.785e-05,2026-07-20T17:02:26.209695+00:00,2026-07-20T17:02:27.050901+00:00
203,pilot,B,fiqa_sa-test-000041,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,84,0,84,1,85,890.65,3.741e-05,2026-07-20T17:02:27.364429+00:00,2026-07-20T17:02:28.254359+00:00
204,pilot,B,fiqa_sa-test-000047,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,1070.22,3.611e-05,2026-07-20T17:02:28.569364+00:00,2026-07-20T17:02:29.639209+00:00
205,pilot,B,fiqa_sa-test-000055,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,942.54,3.611e-05,2026-07-20T17:02:29.953637+00:00,2026-07-20T17:02:30.895956+00:00
206,pilot,B,fiqa_sa-test-000057,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,941.81,3.958e-05,2026-07-20T17:02:31.209697+00:00,2026-07-20T17:02:32.151588+00:00
207,pilot,B,fiqa_sa-test-000064,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,878.56,3.828e-05,2026-07-20T17:02:32.465418+00:00,2026-07-20T17:02:33.343833+00:00
208,pilot,B,fiqa_sa-test-000067,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,899.28,4.045e-05,2026-07-20T17:02:33.657165+00:00,2026-07-20T17:02:34.555769+00:00
209,pilot,B,fiqa_sa-test-000069,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,963.16,3.958e-05,2026-07-20T17:02:34.869828+00:00,2026-07-20T17:02:35.833255+00:00
210,pilot,B,fiqa_sa-test-000076,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,792.41,4.045e-05,2026-07-20T17:02:36.146541+00:00,2026-07-20T17:02:36.939064+00:00
211,pilot,B,fiqa_sa-test-000079,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,804.24,3.828e-05,2026-07-20T17:02:37.252967+00:00,2026-07-20T17:02:38.057188+00:00
212,pilot,B,fiqa_sa-test-000095,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,872.06,3.523e-05,2026-07-20T17:02:38.372479+00:00,2026-07-20T17:02:39.244127+00:00
213,pilot,B,fiqa_sa-test-000097,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,802.13,3.828e-05,2026-07-20T17:02:39.559975+00:00,2026-07-20T17:02:40.361478+00:00
214,pilot,B,fiqa_sa-test-000104,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,96,0,96,1,97,1039.43,4.263e-05,2026-07-20T17:02:40.675168+00:00,2026-07-20T17:02:41.714303+00:00
215,pilot,B,fiqa_sa-test-000106,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,100,0,100,1,101,920.76,4.437e-05,2026-07-20T17:02:42.027968+00:00,2026-07-20T17:02:42.948835+00:00
216,pilot,B,fiqa_sa-test-000112,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,88,0,88,1,89,867.11,3.915e-05,2026-07-20T17:02:43.262216+00:00,2026-07-20T17:02:44.129283+00:00
217,pilot,B,fiqa_sa-test-000117,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,78,0,78,1,79,890.62,3.48e-05,2026-07-20T17:02:44.442289+00:00,2026-07-20T17:02:45.332870+00:00
218,pilot,B,fiqa_sa-test-000119,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,113,0,113,1,114,980.96,5.002e-05,2026-07-20T17:02:45.647166+00:00,2026-07-20T17:02:46.628247+00:00
219,pilot,B,fiqa_sa-test-000125,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,103,0,103,1,104,1259.78,4.567e-05,2026-07-20T17:02:46.942528+00:00,2026-07-20T17:02:48.202528+00:00
220,pilot,B,fiqa_sa-test-000127,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,110,0,110,1,111,1027.2,4.872e-05,2026-07-20T17:02:48.515958+00:00,2026-07-20T17:02:49.542679+00:00
221,pilot,B,fiqa_sa-test-000140,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,1158.77,4.045e-05,2026-07-20T17:02:49.856218+00:00,2026-07-20T17:02:51.014676+00:00
222,pilot,B,fiqa_sa-test-000142,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,1077.43,4.002e-05,2026-07-20T17:02:51.327814+00:00,2026-07-20T17:02:52.405196+00:00
223,pilot,B,fiqa_sa-test-000146,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,101,0,101,1,102,1022.96,4.48e-05,2026-07-20T17:02:52.718317+00:00,2026-07-20T17:02:53.741027+00:00
224,pilot,B,fiqa_sa-test-000147,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,103,0,103,1,104,771.35,4.567e-05,2026-07-20T17:02:54.054960+00:00,2026-07-20T17:02:54.826784+00:00
225,pilot,B,fiqa_sa-test-000153,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,930.05,4.089e-05,2026-07-20T17:02:55.141193+00:00,2026-07-20T17:02:56.071153+00:00
226,pilot,B,fiqa_sa-test-000154,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,1062.97,3.523e-05,2026-07-20T17:02:56.384558+00:00,2026-07-20T17:02:57.447325+00:00
227,pilot,B,fiqa_sa-test-000159,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,691.34,3.958e-05,2026-07-20T17:02:57.761938+00:00,2026-07-20T17:02:58.453498+00:00
228,pilot,B,fiqa_sa-test-000169,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,839.46,4.306e-05,2026-07-20T17:02:58.791973+00:00,2026-07-20T17:02:59.631669+00:00
229,pilot,B,fiqa_sa-test-000174,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,108,0,108,1,109,904.53,4.785e-05,2026-07-20T17:02:59.945583+00:00,2026-07-20T17:03:00.849883+00:00
230,pilot,B,fiqa_sa-test-000177,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,953.24,4.35e-05,2026-07-20T17:03:01.164066+00:00,2026-07-20T17:03:02.117147+00:00
231,pilot,B,fiqa_sa-test-000187,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,116,0,116,1,117,1156.52,5.133e-05,2026-07-20T17:03:02.432474+00:00,2026-07-20T17:03:03.588577+00:00
232,pilot,B,fiqa_sa-test-000188,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,77,0,77,1,78,931.73,3.437e-05,2026-07-20T17:03:03.903279+00:00,2026-07-20T17:03:04.834822+00:00
233,pilot,B,fiqa_sa-test-000191,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,1243.79,3.611e-05,2026-07-20T17:03:05.148826+00:00,2026-07-20T17:03:06.393046+00:00
234,pilot,B,fiqa_sa-test-000195,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,976.63,3.611e-05,2026-07-20T17:03:06.706452+00:00,2026-07-20T17:03:07.683430+00:00
235,pilot,B,fiqa_sa-test-000206,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,95,0,95,1,96,1042.35,4.219e-05,2026-07-20T17:03:07.996173+00:00,2026-07-20T17:03:09.038054+00:00
236,pilot,B,fiqa_sa-test-000211,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,112,0,112,1,113,1315.13,4.959e-05,2026-07-20T17:03:09.353096+00:00,2026-07-20T17:03:10.668754+00:00
237,pilot,B,fiqa_sa-test-000214,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,95,0,95,1,96,924.13,4.219e-05,2026-07-20T17:03:10.981842+00:00,2026-07-20T17:03:11.906334+00:00
238,pilot,B,fiqa_sa-test-000223,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,917.24,4.045e-05,2026-07-20T17:03:12.219844+00:00,2026-07-20T17:03:13.137260+00:00
239,pilot,B,fiqa_sa-test-000228,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,824.51,3.654e-05,2026-07-20T17:03:13.451351+00:00,2026-07-20T17:03:14.275968+00:00
240,pilot,B,fiqa_sa-test-000233,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,122,0,122,1,123,946.19,5.394e-05,2026-07-20T17:03:14.590164+00:00,2026-07-20T17:03:15.536534+00:00
241,pilot,B,fiqa_sa-train-000014,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,88,0,88,1,89,1030.12,3.915e-05,2026-07-20T17:03:15.850281+00:00,2026-07-20T17:03:16.880435+00:00
242,pilot,B,fiqa_sa-train-000015,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,1012.03,3.828e-05,2026-07-20T17:03:17.193566+00:00,2026-07-20T17:03:18.205886+00:00
243,pilot,B,fiqa_sa-train-000016,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,852.74,3.871e-05,2026-07-20T17:03:18.519689+00:00,2026-07-20T17:03:19.372309+00:00
244,pilot,B,fiqa_sa-train-000024,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,899.35,3.828e-05,2026-07-20T17:03:19.686034+00:00,2026-07-20T17:03:20.585423+00:00
245,pilot,B,fiqa_sa-train-000027,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,852.83,4.002e-05,2026-07-20T17:03:20.901700+00:00,2026-07-20T17:03:21.754664+00:00
246,pilot,B,fiqa_sa-train-000030,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,902.4,4.002e-05,2026-07-20T17:03:22.068667+00:00,2026-07-20T17:03:22.971531+00:00
247,pilot,B,fiqa_sa-train-000031,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,80,0,80,1,81,1129.03,3.567e-05,2026-07-20T17:03:23.312269+00:00,2026-07-20T17:03:24.440983+00:00
248,pilot,B,fiqa_sa-train-000041,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,1017.89,4.002e-05,2026-07-20T17:03:24.754693+00:00,2026-07-20T17:03:25.772819+00:00
249,pilot,B,fiqa_sa-train-000048,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,634.81,4.002e-05,2026-07-20T17:03:26.085717+00:00,2026-07-20T17:03:26.720993+00:00
250,pilot,B,fiqa_sa-train-000050,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,971.28,3.654e-05,2026-07-20T17:03:27.034920+00:00,2026-07-20T17:03:28.006644+00:00
251,pilot,B,fiqa_sa-train-000051,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,1217.14,3.654e-05,2026-07-20T17:03:28.319860+00:00,2026-07-20T17:03:29.536674+00:00
252,pilot,B,fiqa_sa-train-000054,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,762.92,4.089e-05,2026-07-20T17:03:29.850732+00:00,2026-07-20T17:03:30.613674+00:00
253,pilot,B,fiqa_sa-train-000059,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,758.49,3.654e-05,2026-07-20T17:03:30.927595+00:00,2026-07-20T17:03:31.685641+00:00
254,pilot,B,fiqa_sa-train-000061,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,921.89,3.785e-05,2026-07-20T17:03:31.998914+00:00,2026-07-20T17:03:32.920285+00:00
255,pilot,B,fiqa_sa-train-000063,fiqa_sa,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,1011.03,3.785e-05,2026-07-20T17:03:33.233940+00:00,2026-07-20T17:03:34.244807+00:00
