dataset,split,check_type,column,row_index,value_preview
financial_mmlu_ko,test,column,conversation_id,98,financial_mmlu_98
financial_mmlu_ko,test,column,conversation_id,99,financial_mmlu_99
financial_mmlu_ko,test,column,conversation_id,100,financial_mmlu_100
financial_mmlu_ko,test,column,conversation_id,101,financial_mmlu_101
financial_mmlu_ko,test,column,conversation_id,102,financial_mmlu_102
financial_mmlu_ko,test,column,conversation_id,103,financial_mmlu_103
financial_mmlu_ko,test,column,conversation_id,104,financial_mmlu_0
financial_mmlu_ko,test,column,conversation_id,105,financial_mmlu_1
financial_mmlu_ko,test,column,conversation_id,106,financial_mmlu_2
financial_mmlu_ko,test,column,conversation_id,107,financial_mmlu_3
financial_mmlu_ko,test,column,conversation_id,108,financial_mmlu_4
financial_mmlu_ko,test,column,conversation_id,109,financial_mmlu_5
financial_mmlu_ko,test,column,conversation_id,110,financial_mmlu_6
financial_mmlu_ko,test,column,conversation_id,111,financial_mmlu_7
financial_mmlu_ko,test,column,conversation_id,112,financial_mmlu_8
financial_mmlu_ko,test,column,conversation_id,113,financial_mmlu_9
financial_mmlu_ko,test,column,conversation_id,114,financial_mmlu_10
financial_mmlu_ko,test,column,conversation_id,115,financial_mmlu_11
financial_mmlu_ko,test,column,conversation_id,116,financial_mmlu_12
financial_mmlu_ko,test,column,conversation_id,117,financial_mmlu_13
financial_mmlu_ko,test,column,conversation_id,118,financial_mmlu_14
financial_mmlu_ko,test,column,conversation_id,119,financial_mmlu_15
financial_mmlu_ko,test,column,conversation_id,120,financial_mmlu_16
financial_mmlu_ko,test,column,conversation_id,121,financial_mmlu_17
financial_mmlu_ko,test,column,conversation_id,122,financial_mmlu_18
financial_mmlu_ko,test,column,conversation_id,123,financial_mmlu_19
financial_mmlu_ko,test,column,conversation_id,124,financial_mmlu_20
financial_mmlu_ko,test,column,conversation_id,125,financial_mmlu_21
financial_mmlu_ko,test,column,conversation_id,126,financial_mmlu_22
financial_mmlu_ko,test,column,conversation_id,127,financial_mmlu_23
financial_mmlu_ko,test,column,conversation_id,128,financial_mmlu_24
financial_mmlu_ko,test,column,conversation_id,129,financial_mmlu_25
financial_mmlu_ko,test,column,conversation_id,130,financial_mmlu_26
financial_mmlu_ko,test,column,conversation_id,131,financial_mmlu_27
financial_mmlu_ko,test,column,conversation_id,132,financial_mmlu_28
financial_mmlu_ko,test,column,conversation_id,133,financial_mmlu_29
financial_mmlu_ko,test,column,conversation_id,134,financial_mmlu_30
financial_mmlu_ko,test,column,conversation_id,135,financial_mmlu_31
financial_mmlu_ko,test,column,conversation_id,136,financial_mmlu_32
financial_mmlu_ko,test,column,conversation_id,137,financial_mmlu_33
financial_mmlu_ko,test,column,conversation_id,138,financial_mmlu_34
financial_mmlu_ko,test,column,conversation_id,139,financial_mmlu_35
financial_mmlu_ko,test,column,conversation_id,140,financial_mmlu_36
financial_mmlu_ko,test,column,conversation_id,141,financial_mmlu_37
financial_mmlu_ko,test,column,conversation_id,142,financial_mmlu_38
financial_mmlu_ko,test,column,conversation_id,143,financial_mmlu_39
financial_mmlu_ko,test,column,conversation_id,144,financial_mmlu_40
financial_mmlu_ko,test,column,conversation_id,145,financial_mmlu_41
financial_mmlu_ko,test,column,conversation_id,146,financial_mmlu_42
financial_mmlu_ko,test,column,conversation_id,147,financial_mmlu_43
financial_mmlu_ko,test,column,conversation_id,148,financial_mmlu_44
financial_mmlu_ko,test,column,conversation_id,149,financial_mmlu_45
financial_mmlu_ko,test,column,conversation_id,150,financial_mmlu_46
financial_mmlu_ko,test,column,conversation_id,151,financial_mmlu_47
financial_mmlu_ko,test,column,conversation_id,152,financial_mmlu_48
financial_mmlu_ko,test,column,conversation_id,153,financial_mmlu_49
financial_mmlu_ko,test,column,conversation_id,154,financial_mmlu_50
financial_mmlu_ko,test,column,conversation_id,155,financial_mmlu_51
financial_mmlu_ko,test,column,conversation_id,156,financial_mmlu_52
financial_mmlu_ko,test,column,conversation_id,157,financial_mmlu_53
financial_mmlu_ko,test,column,conversation_id,158,financial_mmlu_54
financial_mmlu_ko,test,column,conversation_id,159,financial_mmlu_55
financial_mmlu_ko,test,column,conversation_id,160,financial_mmlu_56
financial_mmlu_ko,test,column,conversation_id,161,financial_mmlu_57
financial_mmlu_ko,test,column,conversation_id,162,financial_mmlu_58
financial_mmlu_ko,test,column,conversation_id,163,financial_mmlu_59
financial_mmlu_ko,test,column,conversation_id,164,financial_mmlu_60
financial_mmlu_ko,test,column,conversation_id,165,financial_mmlu_61
financial_mmlu_ko,test,column,conversation_id,166,financial_mmlu_62
financial_mmlu_ko,test,column,conversation_id,167,financial_mmlu_63
financial_mmlu_ko,test,column,conversation_id,168,financial_mmlu_64
financial_mmlu_ko,test,column,conversation_id,169,financial_mmlu_65
financial_mmlu_ko,test,column,conversation_id,170,financial_mmlu_66
financial_mmlu_ko,test,column,conversation_id,171,financial_mmlu_67
financial_mmlu_ko,test,column,conversation_id,172,financial_mmlu_68
financial_mmlu_ko,test,column,conversation_id,173,financial_mmlu_69
financial_mmlu_ko,test,column,conversation_id,174,financial_mmlu_70
financial_mmlu_ko,test,column,conversation_id,175,financial_mmlu_71
financial_mmlu_ko,test,column,conversation_id,176,financial_mmlu_72
financial_mmlu_ko,test,column,conversation_id,177,financial_mmlu_73
financial_mmlu_ko,test,column,conversation_id,178,financial_mmlu_74
financial_mmlu_ko,test,column,conversation_id,179,financial_mmlu_75
financial_mmlu_ko,test,column,conversation_id,180,financial_mmlu_76
financial_mmlu_ko,test,column,conversation_id,181,financial_mmlu_77
financial_mmlu_ko,test,column,conversation_id,182,financial_mmlu_78
financial_mmlu_ko,test,column,conversation_id,183,financial_mmlu_79
financial_mmlu_ko,test,column,conversation_id,184,financial_mmlu_80
financial_mmlu_ko,test,column,conversation_id,185,financial_mmlu_81
financial_mmlu_ko,test,column,conversation_id,186,financial_mmlu_82
financial_mmlu_ko,test,column,conversation_id,187,financial_mmlu_83
financial_mmlu_ko,test,column,conversation_id,188,financial_mmlu_84
financial_mmlu_ko,test,column,conversation_id,189,financial_mmlu_85
financial_mmlu_ko,test,column,conversation_id,190,financial_mmlu_86
financial_mmlu_ko,test,column,conversation_id,191,financial_mmlu_87
financial_mmlu_ko,test,column,conversation_id,192,financial_mmlu_88
financial_mmlu_ko,test,column,conversation_id,193,financial_mmlu_89
financial_mmlu_ko,test,column,conversation_id,194,financial_mmlu_90
financial_mmlu_ko,test,column,conversation_id,195,financial_mmlu_91
financial_mmlu_ko,test,column,conversation_id,196,financial_mmlu_92
financial_mmlu_ko,test,column,conversation_id,197,financial_mmlu_93
financial_mmlu_ko,test,column,conversation_id,198,financial_mmlu_94
financial_mmlu_ko,test,column,conversation_id,199,financial_mmlu_95
financial_mmlu_ko,test,column,conversation_id,200,financial_mmlu_96
financial_mmlu_ko,test,column,conversation_id,201,financial_mmlu_97
financial_mmlu_ko,test,column,conversation_id,202,financial_mmlu_98
financial_mmlu_ko,test,column,conversation_id,203,financial_mmlu_99
financial_mmlu_ko,test,column,conversation_id,204,financial_mmlu_100
financial_mmlu_ko,test,column,conversation_id,205,financial_mmlu_101
financial_mmlu_ko,test,column,conversation_id,206,financial_mmlu_102
financial_mmlu_ko,test,column,conversation_id,207,financial_mmlu_103
