id,text,label,source_dataset
fiqa_355,$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive,FiQA
fiqa_356,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive,FiQA
fiqa_357,"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",positive,FiQA
fiqa_359,"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",positive,FiQA
fiqa_360,Berkshire applies to boost Wells Fargo stake above 10 percent,positive,FiQA
fiqa_362,"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",negative,FiQA
fiqa_363,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,negative,FiQA
fiqa_364,Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive,FiQA
fiqa_365,5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,positive,FiQA
fiqa_366,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive,FiQA
fiqa_367,ARM Royalties Accelerate as Smartphone Market Regains Strength,positive,FiQA
fiqa_368,$CRK time to accumulate for a long position with far more upside than downside,positive,FiQA
fiqa_369,$EDU bouncing nicely after add-on (posted),positive,FiQA
fiqa_370,Aviva weighs cash handout after beating profit forecast,positive,FiQA
fiqa_372,$BWLD bearish engulfing candle,negative,FiQA
fiqa_373,Spain's CaixaBank Expects To Close Deal For Banco BPI,positive,FiQA
fiqa_374,AstraZeneca wins FDA approval for key new lung cancer pill,positive,FiQA
fiqa_375,"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative,FiQA
fiqa_376,$YANG Double bottom 5.2,positive,FiQA
fiqa_378,$FIO won't stay down,positive,FiQA
fiqa_379,"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",positive,FiQA
fiqa_380,"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive,FiQA
fiqa_383,Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,negative,FiQA
fiqa_384,"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",negative,FiQA
fiqa_385,$NEON oversold,positive,FiQA
fiqa_386,"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",positive,FiQA
fiqa_387,#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,positive,FiQA
fiqa_388,AstraZeneca suffers setback after drug fails to treat eye cancer,negative,FiQA
fiqa_389,$aapl.  Test the high today and probably go beyond after hours...,positive,FiQA
fiqa_391,Johnson Matthey revs up on clean air drive,positive,FiQA
fiqa_392,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive,FiQA
fiqa_393,RT @ACInvestorBlog $AAPL still on track for $500,positive,FiQA
fiqa_395,$AMCN pushing highs,positive,FiQA
fiqa_396,Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,positive,FiQA
fiqa_397,"$RNN day traders flushed out, it should start going up slowly from now on .",positive,FiQA
fiqa_398,"$HLF shorts made a killing last couple days, might make more if cover and buy back?",negative,FiQA
fiqa_399,BP joins forces with Det Norske in Norway,positive,FiQA
fiqa_400,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive,FiQA
fiqa_401,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive,FiQA
fiqa_402,$vxx starting to creep up while $spy sits near hod ...,positive,FiQA
fiqa_403,AB InBev attacks SABMiller bid rebuffal,negative,FiQA
fiqa_404,"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",positive,FiQA
fiqa_406,Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,positive,FiQA
fiqa_407,"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",negative,FiQA
fiqa_408,Credit Suisse poaches Prudential's Thiam for Asian push,positive,FiQA
fiqa_411,$NFLX I say it's time to short at this point.,negative,FiQA
fiqa_412,$RNN staying above the open a very good sign!!!,positive,FiQA
fiqa_413,$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,negative,FiQA
fiqa_414,Tata Steel working with StanChart for UK unit sale - source,positive,FiQA
fiqa_416,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",positive,FiQA
fiqa_417,Priceline's stock jumps to new high for the year after Barclays upgrade,positive,FiQA
fiqa_418,Bunzl Lifts Dividend Again As Acquisitions Continue To Boost Profits,positive,FiQA
fiqa_419,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive,FiQA
fiqa_421,HSBC Hit by Fresh Details of Tax Evasion Claims,negative,FiQA
fiqa_422,"Aviva, M&G suspend property funds as investors panic",negative,FiQA
fiqa_425,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative,FiQA
fiqa_426,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive,FiQA
fiqa_427,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,FiQA
fiqa_428,AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive,FiQA
fiqa_430,"$INO Up, up, and away!",positive,FiQA
fiqa_431,$renn topping tail 5 min. chart at 7.31 short from here.,negative,FiQA
fiqa_434,easyJet expects resilient demand to withstand security fears,positive,FiQA
fiqa_435,SAB's Chairman Digs In With Board Divided on InBev Offer,positive,FiQA
fiqa_436,$WYNN big bounce,positive,FiQA
fiqa_437,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",positive,FiQA
fiqa_440,VIVUS $VVUS bear raid in effect. Stock down 12%,negative,FiQA
fiqa_441,$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative,FiQA
fiqa_443,$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive,FiQA
fiqa_444,Royal Mail chairman Donald Brydon set to step down,negative,FiQA
fiqa_445,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,positive,FiQA
fiqa_446,Short more $FAZ for all who don't know that means markets will tank now :-p,negative,FiQA
fiqa_447,$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,positive,FiQA
fiqa_448,$GPS Gap September Comparable Store Sales -4%,negative,FiQA
fiqa_449,bot $AMZN 600 weekly calls here @ 5.93,positive,FiQA
fiqa_450,Unilever profit rises despite sales slump in China,positive,FiQA
fiqa_451,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",negative,FiQA
fiqa_452,Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive,FiQA
fiqa_453,Morning Agenda: Shire's Deal for NPS,positive,FiQA
fiqa_454,$fb small long 109.25 via calls,positive,FiQA
fiqa_455,$FB turns back down in early trading.... https://t.co/reuf5PzhBm,negative,FiQA
fiqa_456,Tesco PLC's Recovery Continues With A ÃÂ£250m Cash Infusion,positive,FiQA
fiqa_457,GSK and Novartis complete deals to reshape both drugmakers,positive,FiQA
fiqa_459,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,positive,FiQA
fiqa_460,$AAPL short some 592.49,negative,FiQA
fiqa_462,$brcm raises revenue forecast,positive,FiQA
fiqa_463,"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",positive,FiQA
fiqa_464,$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,positive,FiQA
fiqa_465,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,positive,FiQA
fiqa_466,Diageo sales disappoint as currency and comparatives leave bitter taste,negative,FiQA
fiqa_467,$SIGA Bid for Reargument Denied by Judge,negative,FiQA
fiqa_468,Shell share price: Standard Life announce position against BG acquisition,negative,FiQA
fiqa_469,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,positive,FiQA
fiqa_470,$CAMT Looks like might break down. I'm out,negative,FiQA
fiqa_472,"BHP Billiton slashes dividend, posts $5.67 billion net loss",negative,FiQA
fiqa_473,Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,negative,FiQA
fiqa_474,EU regulator backs approval for GSK injectable asthma drug,positive,FiQA
fiqa_475,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,positive,FiQA
fiqa_476,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative,FiQA
fiqa_477,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral,FiQA
fiqa_479,$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,negative,FiQA
fiqa_480,i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,negative,FiQA
fiqa_482,"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",negative,FiQA
fiqa_483,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,positive,FiQA
fiqa_484,Johnson Matthey share price slumps as company posts full-year results,negative,FiQA
fiqa_485,CORRECTED-Shire to buy Dyax for about $5.9 bln,positive,FiQA
fiqa_486,"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",negative,FiQA
fiqa_487,$COST Costco less than stellar day but it held the 50 day moving average,negative,FiQA
fiqa_488,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive,FiQA
fiqa_489,WPP wins race for 'programmatic buying' agency Essence Digital,positive,FiQA
fiqa_490,Chime Communications Set To Be Acquired By WPP And Providence,positive,FiQA
fiqa_491,$RSOL bought 3500 shares today!,positive,FiQA
fiqa_492,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive,FiQA
fiqa_495,$SPY c'mon bulls buy DIPS!,positive,FiQA
fiqa_496,"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",positive,FiQA
fiqa_498,$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,positive,FiQA
fiqa_499,$YHOO making new HOD,positive,FiQA
fiqa_500,$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,positive,FiQA
fiqa_501,"$pcln back over ""up"" trendline from 10/4",positive,FiQA
fiqa_502,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,positive,FiQA
fiqa_503,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,positive,FiQA
fiqa_504,That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,negative,FiQA
fiqa_505,Seat belt recall? who cares....  I'm a buyer $TSLA,positive,FiQA
fiqa_507,London Stock Exchange Shareholders Approve Merger With Deutsche BÃÂ¶rse,positive,FiQA
fiqa_508,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,positive,FiQA
fiqa_509,CompaniesUnilever sales lifted by ice cream in soft economy,positive,FiQA
fiqa_510,"$FB trending nicely, intraday.",positive,FiQA
fiqa_511,Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,positive,FiQA
fiqa_512,$PCLN Back to Back intraday reversals look out below. Shorts moving in!,negative,FiQA
fiqa_513,My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,negative,FiQA
fiqa_514,"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",negative,FiQA
fiqa_515,TalkTalk hires BAE Systems to investigate cyber attack,negative,FiQA
fiqa_516,$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,positive,FiQA
fiqa_517,$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,positive,FiQA
fiqa_518,"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive,FiQA
fiqa_519,"Tesco, Asda sales fall as march of the discounters continues: Kantar",negative,FiQA
fiqa_520,BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,positive,FiQA
fiqa_521,"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive,FiQA
fiqa_522,Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,positive,FiQA
fiqa_523,"Tesco set to sell Kipa, Giraffe businesses - Sky News",negative,FiQA
fiqa_524,"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",positive,FiQA
fiqa_525,ICE Said to Start Lining Up Financing for LSE Bidding War,positive,FiQA
fiqa_526,$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,positive,FiQA
fiqa_527,$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),negative,FiQA
fiqa_528,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",positive,FiQA
fiqa_530,"that was quick, out $FIO 21.35, market tanking, scaling down longs now",negative,FiQA
fiqa_531,#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,positive,FiQA
fiqa_532,$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive,FiQA
fiqa_533,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,positive,FiQA
fiqa_535,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,positive,FiQA
fiqa_536,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative,FiQA
fiqa_537,"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",negative,FiQA
fiqa_538,$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive,FiQA
fiqa_539,Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,positive,FiQA
fiqa_540,Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,FiQA
fiqa_542,$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive,FiQA
fiqa_543,$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,negative,FiQA
fiqa_544,AstraZeneca profit down as sales of stalwarts fade,negative,FiQA
fiqa_545,$WX Decent pull back . .,negative,FiQA
fiqa_546,"$AAPL bounce right now has no vol, more vol when it slid",positive,FiQA
fiqa_547,X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,negative,FiQA
fiqa_549,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",positive,FiQA
fiqa_550,BG Group Still Happy With Shell's $70 Billion Offer,positive,FiQA
fiqa_551,"FTSE led lower by M&S, GlaxoSmithKline",negative,FiQA
fiqa_552,$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,negative,FiQA
fiqa_553,Borealis Infrastructure putting together new Severn Trent bid,positive,FiQA
fiqa_555,long $AAPL,positive,FiQA
fiqa_556,easyJet leads Britain's FTSE lower as global bond rout resumes,negative,FiQA
fiqa_559,S&P downgrades Barclays and RBS on government bailout fears,negative,FiQA
fiqa_560,$TSLA is now up 57% from its February low. Amazing rebound.,positive,FiQA
fiqa_561,$SPY  still wants higher I think.,positive,FiQA
fiqa_562,Retailers Kingfisher and Sports Direct rise in Britain's share index,positive,FiQA
fiqa_563,Shire share price under pressure after $32bn Baxalta deal,negative,FiQA
fiqa_564,$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,positive,FiQA
fiqa_565,$ENDP Was looking for a long entry but today's price action wasn't appealing,positive,FiQA
fiqa_567,$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,positive,FiQA
fiqa_568,"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",positive,FiQA
fiqa_569,$NUGT Gold above 1400...wow,positive,FiQA
fiqa_570,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive,FiQA
fiqa_571,$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,positive,FiQA
fiqa_573,$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,positive,FiQA
fiqa_574,3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,positive,FiQA
fiqa_576,Anheuser-Busch InBev Increases Offer for Rival SABMiller,positive,FiQA
fiqa_577,"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",positive,FiQA
fiqa_579,$SBUX inverted head & shoulders pattern in the works. bullish.,positive,FiQA
fiqa_580,$JD down 20% in after-hour market. anyone care to explain why?,negative,FiQA
fiqa_584,"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",negative,FiQA
fiqa_585,"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",positive,FiQA
fiqa_586,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative,FiQA
fiqa_587,$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive,FiQA
fiqa_590,$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,positive,FiQA
fiqa_591,ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive,FiQA
fiqa_592,Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,positive,FiQA
fiqa_593,$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,negative,FiQA
fiqa_594,"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",positive,FiQA
fiqa_595,$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,positive,FiQA
fiqa_597,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,negative,FiQA
fiqa_600,Tesco's Sales Pickup Isn't Enough,negative,FiQA
fiqa_601,"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",positive,FiQA
fiqa_603,$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive,FiQA
fiqa_604,CompaniesFresnillo shares jump 8% as silver price breaks $21,positive,FiQA
fiqa_605,$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,positive,FiQA
fiqa_606,"Broker tips: RBS, Croda, Sage",positive,FiQA
fiqa_607,FDA approves Shire's Vyvanse for binge-eating disorder,positive,FiQA
fiqa_608,Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,negative,FiQA
fiqa_609,ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,negative,FiQA
fiqa_611,$MXWL Oh snap. Just went long again. LT,positive,FiQA
fiqa_612,$IACI http://stks.co/tJU Looks good on the weekly chart.,positive,FiQA
fiqa_613,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,positive,FiQA
fiqa_616,$BOBE down $2.84  premarket,negative,FiQA
fiqa_618,New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,positive,FiQA
fiqa_619,$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,negative,FiQA
fiqa_620,$FB & $TSLA cracking lower early. $short #correction #stocks,negative,FiQA
fiqa_621,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,negative,FiQA
fiqa_622,#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,positive,FiQA
fiqa_623,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive,FiQA
fiqa_624,Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,negative,FiQA
fiqa_625,$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,positive,FiQA
fiqa_627,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",positive,FiQA
fiqa_629,Horizonte acquires neighbouring Glencore nickel property in Brazil,positive,FiQA
fiqa_630,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,positive,FiQA
fiqa_631,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",positive,FiQA
fiqa_632,"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",positive,FiQA
fiqa_633,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative,FiQA
fiqa_634,AstraZeneca sells Caprelsa rights to Sanofi unit,positive,FiQA
fiqa_635,$TRX http://stks.co/1KkK Long setup. MACD cross.,positive,FiQA
fiqa_637,London Stock Exchange seals ÃÂ£22 billion merger with Germany's Deutsche BÃÂ¶rse,positive,FiQA
fiqa_638,Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative,FiQA
fiqa_639,Shell challenges Exxon dominance with 47 billion-pound bid for BG,negative,FiQA
fiqa_640,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,FiQA
fiqa_641,UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive,FiQA
fiqa_642,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,positive,FiQA
fiqa_643,$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,positive,FiQA
fiqa_644,Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive,FiQA
fiqa_645,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",positive,FiQA
fiqa_646,looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,FiQA
fiqa_647,$AAPL nibbling on a small long via 525.. buying off 13min charts..,positive,FiQA
fiqa_648,UPDATE 1-BP shareholders back more disclosure on climate change risks,positive,FiQA
fiqa_651,$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,positive,FiQA
fiqa_652,"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",negative,FiQA
fiqa_653,@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,negative,FiQA
fiqa_654,AstraZeneca sells US drug rights to Perrigo for $380 mln,positive,FiQA
fiqa_655,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,negative,FiQA
fiqa_656,"Britain's FTSE falls back with Ashtead, commodities under pressure",negative,FiQA
fiqa_657,$AAPL long 630.91,positive,FiQA
fiqa_658,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive,FiQA
fiqa_659,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive,FiQA
fiqa_661,"$CNDO 21% short float, shorts likely to take profits into close",negative,FiQA
fiqa_662,"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",negative,FiQA
fiqa_663,#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive,FiQA
fiqa_664,$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,positive,FiQA
fiqa_665,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,positive,FiQA
fiqa_666,"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",negative,FiQA
fiqa_667,Tesco shareholders back ITV head for chairman,positive,FiQA
fiqa_668,Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,positive,FiQA
fiqa_669,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,negative,FiQA
fiqa_670,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive,FiQA
fiqa_671,$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,negative,FiQA
fiqa_672,"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.",positive,FiQA
fiqa_674,Morrisons and Debenhams surprise City with Christmas bounce back,positive,FiQA
fiqa_675,"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",positive,FiQA
fiqa_676,Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,positive,FiQA
fiqa_677,"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",negative,FiQA
fiqa_678,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,FiQA
fiqa_679,"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA",negative,FiQA
fiqa_680,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",negative,FiQA
fiqa_681,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive,FiQA
fiqa_683,Builder Persimmon hails 6% rise in house sales,positive,FiQA
fiqa_684,Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,positive,FiQA
fiqa_685,$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,negative,FiQA
fiqa_686,Whitbread buys 49% stake in Pure food chain,positive,FiQA
fiqa_687,$PYPL great vol flow trade here.. Love this company long time.,positive,FiQA
fiqa_688,$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,positive,FiQA
fiqa_689,Standard Life share price: Insurer buys advice firm Pearson Jones,positive,FiQA
fiqa_690,$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,negative,FiQA
fiqa_691,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positive,FiQA
fiqa_693,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,positive,FiQA
fiqa_694,"$TSLA steaming up again, this stock is relentless at the moment",positive,FiQA
fiqa_695,"L&G still paying price for dividend cut during crisis, chief says",negative,FiQA
fiqa_696,$DARA breaking out,positive,FiQA
fiqa_697,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive,FiQA
fiqa_698,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative,FiQA
