id,text,label,source_dataset
331,"$FB trend, hits mid 110's and drops",0,FiQA
332,"$ESI on lows, down $1.50 to $2.50 BK a real possibility",0,FiQA
333,FTSE edges up as investors cheer Kingfisher results,2,FiQA
334,"Berkshire discloses unit's ties to Iran, opens probe",0,FiQA
335,$FB gettin in the buy zone soon ;),2,FiQA
336,$ATHN Seems like a good short setup. Stop above the 50 day. No position.,0,FiQA
337,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,2,FiQA
338,$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,2,FiQA
339,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",0,FiQA
340,Hargreaves Lansdown share price falls as costs mount - although pensions ...,0,FiQA
341,Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,2,FiQA
342,$SPY wouldn't be surprised to see a green close,2,FiQA
343,Sainsbury sales slip again as price pressures take a toll,0,FiQA
344,Compass Group says positive for year ahead,2,FiQA
345,SABMiller revenue hit by weaker EM currencies,0,FiQA
346,$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,2,FiQA
347,$FB slight green... May be runner later,2,FiQA
348,$WFT closng higher from here,2,FiQA
349,$TSPT  long 8.00,2,FiQA
350,MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,2,FiQA
351,Shire CEO steps up drive to get Baxalta board talking,2,FiQA
352,"Long Position on $IP,....Scaling UP http://stks.co/sIln",2,FiQA
353,ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,2,FiQA
354,"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",2,FiQA
355,$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,2,FiQA
356,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,2,FiQA
357,"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",2,FiQA
358,@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,2,FiQA
359,"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",2,FiQA
360,Berkshire applies to boost Wells Fargo stake above 10 percent,2,FiQA
361,@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,2,FiQA
362,"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",0,FiQA
363,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,0,FiQA
364,Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,2,FiQA
365,5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,2,FiQA
366,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",2,FiQA
367,ARM Royalties Accelerate as Smartphone Market Regains Strength,2,FiQA
368,$CRK time to accumulate for a long position with far more upside than downside,2,FiQA
369,$EDU bouncing nicely after add-on (posted),2,FiQA
370,Aviva weighs cash handout after beating profit forecast,2,FiQA
371,longed $AMZN 300 @ 189.82,2,FiQA
372,$BWLD bearish engulfing candle,0,FiQA
373,Spain's CaixaBank Expects To Close Deal For Banco BPI,2,FiQA
374,AstraZeneca wins FDA approval for key new lung cancer pill,2,FiQA
375,"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",0,FiQA
376,$YANG Double bottom 5.2,2,FiQA
377,"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",2,FiQA
378,$FIO won't stay down,2,FiQA
379,"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",2,FiQA
380,"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",2,FiQA
381,NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,0,FiQA
382,$vxx adding to position here !,2,FiQA
383,Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,0,FiQA
384,"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",0,FiQA
385,$NEON oversold,2,FiQA
386,"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",2,FiQA
387,#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,2,FiQA
388,AstraZeneca suffers setback after drug fails to treat eye cancer,0,FiQA
389,$aapl.  Test the high today and probably go beyond after hours...,2,FiQA
390,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,2,FiQA
391,Johnson Matthey revs up on clean air drive,2,FiQA
392,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,2,FiQA
393,RT @ACInvestorBlog $AAPL still on track for $500,2,FiQA
394,Primark racks up a happy Christmas after strong sales,2,FiQA
395,$AMCN pushing highs,2,FiQA
396,Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,2,FiQA
397,"$RNN day traders flushed out, it should start going up slowly from now on .",2,FiQA
398,"$HLF shorts made a killing last couple days, might make more if cover and buy back?",0,FiQA
399,BP joins forces with Det Norske in Norway,2,FiQA
400,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),2,FiQA
401,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",2,FiQA
402,$vxx starting to creep up while $spy sits near hod ...,2,FiQA
403,AB InBev attacks SABMiller bid rebuffal,0,FiQA
404,"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",2,FiQA
405,$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,2,FiQA
406,Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,2,FiQA
407,"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",0,FiQA
408,Credit Suisse poaches Prudential's Thiam for Asian push,2,FiQA
409,what is up with $HK..... from Jan to now it's been a sinking ship...,0,FiQA
410,$FB watching for bounce tomorrow,2,FiQA
411,$NFLX I say it's time to short at this point.,0,FiQA
412,$RNN staying above the open a very good sign!!!,2,FiQA
413,$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,0,FiQA
414,Tata Steel working with StanChart for UK unit sale - source,2,FiQA
415,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,2,FiQA
416,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",2,FiQA
417,Priceline's stock jumps to new high for the year after Barclays upgrade,2,FiQA
418,Bunzl Lifts Dividend Again As Acquisitions Continue To Boost Profits,2,FiQA
419,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",2,FiQA
420,"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",0,FiQA
421,HSBC Hit by Fresh Details of Tax Evasion Claims,0,FiQA
422,"Aviva, M&G suspend property funds as investors panic",0,FiQA
423,"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",0,FiQA
424,RBS will reportedly appoint Howard Davies as its next chairman,2,FiQA
425,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",0,FiQA
426,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",2,FiQA
427,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,2,FiQA
428,AstraZeneca to Buy ZS Pharma for $2.7 Billion,2,FiQA
429,Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,2,FiQA
430,"$INO Up, up, and away!",2,FiQA
431,$renn topping tail 5 min. chart at 7.31 short from here.,0,FiQA
432,$FB i guess they want it down look at the those sell orders,0,FiQA
433,$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,2,FiQA
434,easyJet expects resilient demand to withstand security fears,2,FiQA
435,SAB's Chairman Digs In With Board Divided on InBev Offer,2,FiQA
436,$WYNN big bounce,2,FiQA
437,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",2,FiQA
438,Tesco shares jump 6% after Christmas sales beat expectations,2,FiQA
439,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,2,FiQA
440,VIVUS $VVUS bear raid in effect. Stock down 12%,0,FiQA
441,$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,0,FiQA
442,$GPRO down 25% since Tue morning.,0,FiQA
443,$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,2,FiQA
444,Royal Mail chairman Donald Brydon set to step down,0,FiQA
445,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,2,FiQA
446,Short more $FAZ for all who don't know that means markets will tank now :-p,0,FiQA
447,$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,2,FiQA
448,$GPS Gap September Comparable Store Sales -4%,0,FiQA
449,bot $AMZN 600 weekly calls here @ 5.93,2,FiQA
450,Unilever profit rises despite sales slump in China,2,FiQA
451,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",0,FiQA
452,Zurich Insurance Considering Offer for UK Rival RSA Insurance,2,FiQA
453,Morning Agenda: Shire's Deal for NPS,2,FiQA
454,$fb small long 109.25 via calls,2,FiQA
455,$FB turns back down in early trading.... https://t.co/reuf5PzhBm,0,FiQA
456,Tesco PLC's Recovery Continues With A ÃÂ£250m Cash Infusion,2,FiQA
457,GSK and Novartis complete deals to reshape both drugmakers,2,FiQA
458,"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",0,FiQA
459,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,2,FiQA
460,$AAPL short some 592.49,0,FiQA
461,InterContinental Hotels Denies Reports of Starwood Merger Talks,0,FiQA
462,$brcm raises revenue forecast,2,FiQA
463,"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",2,FiQA
464,$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,2,FiQA
465,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,2,FiQA
466,Diageo sales disappoint as currency and comparatives leave bitter taste,0,FiQA
467,$SIGA Bid for Reargument Denied by Judge,0,FiQA
468,Shell share price: Standard Life announce position against BG acquisition,0,FiQA
469,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,2,FiQA
470,$CAMT Looks like might break down. I'm out,0,FiQA
471,Tesco share price down as grocer faces SFO investigation outcome,0,FiQA
472,"BHP Billiton slashes dividend, posts $5.67 billion net loss",0,FiQA
473,Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,0,FiQA
474,EU regulator backs approval for GSK injectable asthma drug,2,FiQA
475,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,2,FiQA
476,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,0,FiQA
477,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",1,FiQA
478,$BAC in for swing trade  looks like want go up,2,FiQA
479,$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,0,FiQA
480,i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,0,FiQA
481,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,2,FiQA
482,"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",0,FiQA
483,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,2,FiQA
484,Johnson Matthey share price slumps as company posts full-year results,0,FiQA
485,CORRECTED-Shire to buy Dyax for about $5.9 bln,2,FiQA
486,"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",0,FiQA
487,$COST Costco less than stellar day but it held the 50 day moving average,0,FiQA
488,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,2,FiQA
489,WPP wins race for 'programmatic buying' agency Essence Digital,2,FiQA
490,Chime Communications Set To Be Acquired By WPP And Providence,2,FiQA
491,$RSOL bought 3500 shares today!,2,FiQA
492,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,2,FiQA
493,$IWM same conditions that sent markets to tumble all hitting this week,0,FiQA
494,"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",2,FiQA
495,$SPY c'mon bulls buy DIPS!,2,FiQA
496,"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",2,FiQA
497,$NFLX and $TSLA making all kinds of gains ð,2,FiQA
498,$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,2,FiQA
499,$YHOO making new HOD,2,FiQA
500,$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,2,FiQA
501,"$pcln back over ""up"" trendline from 10/4",2,FiQA
502,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,2,FiQA
503,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,2,FiQA
504,That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,0,FiQA
505,Seat belt recall? who cares....  I'm a buyer $TSLA,2,FiQA
506,"took some $ENDP long this am, using VWAP as guide",2,FiQA
507,London Stock Exchange Shareholders Approve Merger With Deutsche BÃÂ¶rse,2,FiQA
508,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,2,FiQA
509,CompaniesUnilever sales lifted by ice cream in soft economy,2,FiQA
510,"$FB trending nicely, intraday.",2,FiQA
511,Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,2,FiQA
512,$PCLN Back to Back intraday reversals look out below. Shorts moving in!,0,FiQA
513,My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,0,FiQA
514,"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",0,FiQA
515,TalkTalk hires BAE Systems to investigate cyber attack,0,FiQA
516,$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,2,FiQA
517,$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,2,FiQA
518,"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",2,FiQA
519,"Tesco, Asda sales fall as march of the discounters continues: Kantar",0,FiQA
520,BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,2,FiQA
521,"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",2,FiQA
522,Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,2,FiQA
523,"Tesco set to sell Kipa, Giraffe businesses - Sky News",0,FiQA
524,"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",2,FiQA
525,ICE Said to Start Lining Up Financing for LSE Bidding War,2,FiQA
526,$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,2,FiQA
527,$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),0,FiQA
528,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",2,FiQA
529,"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",2,FiQA
530,"that was quick, out $FIO 21.35, market tanking, scaling down longs now",0,FiQA
531,#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,2,FiQA
532,$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,2,FiQA
533,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,2,FiQA
534,Insight hires Aviva's David Hillier for multi-asset team,2,FiQA
535,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,2,FiQA
536,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",0,FiQA
537,"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",0,FiQA
538,$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,2,FiQA
539,Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,2,FiQA
540,Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,2,FiQA
541,"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",2,FiQA
542,$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,2,FiQA
543,$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,0,FiQA
544,AstraZeneca profit down as sales of stalwarts fade,0,FiQA
545,$WX Decent pull back . .,0,FiQA
546,"$AAPL bounce right now has no vol, more vol when it slid",2,FiQA
547,X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,0,FiQA
548,"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",2,FiQA
549,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",2,FiQA
550,BG Group Still Happy With Shell's $70 Billion Offer,2,FiQA
551,"FTSE led lower by M&S, GlaxoSmithKline",0,FiQA
552,$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,0,FiQA
553,Borealis Infrastructure putting together new Severn Trent bid,2,FiQA
554,$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,2,FiQA
555,long $AAPL,2,FiQA
556,easyJet leads Britain's FTSE lower as global bond rout resumes,0,FiQA
557,"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",2,FiQA
558,$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,2,FiQA
559,S&P downgrades Barclays and RBS on government bailout fears,0,FiQA
560,$TSLA is now up 57% from its February low. Amazing rebound.,2,FiQA
561,$SPY  still wants higher I think.,2,FiQA
562,Retailers Kingfisher and Sports Direct rise in Britain's share index,2,FiQA
563,Shire share price under pressure after $32bn Baxalta deal,0,FiQA
564,$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,2,FiQA
565,$ENDP Was looking for a long entry but today's price action wasn't appealing,2,FiQA
566,Germanwings disaster will not affect image of budget air travel - easyJet,0,FiQA
567,$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,2,FiQA
568,"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",2,FiQA
569,$NUGT Gold above 1400...wow,2,FiQA
570,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",2,FiQA
571,$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,2,FiQA
572,Long $ENDP @ $26.23 on $AGN b/o rumor,2,FiQA
573,$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,2,FiQA
574,3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,2,FiQA
575,AstraZeneca chases Acerta to secure next cancer drug winner,2,FiQA
576,Anheuser-Busch InBev Increases Offer for Rival SABMiller,2,FiQA
577,"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",2,FiQA
578,$ISRG Break out confirmed. Bought Leaps. Good trading!,2,FiQA
579,$SBUX inverted head & shoulders pattern in the works. bullish.,2,FiQA
580,$JD down 20% in after-hour market. anyone care to explain why?,0,FiQA
581,"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",0,FiQA
582,"FTSE 100 falls as China devaluation hits Burberry, mining stocks",0,FiQA
583,#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,0,FiQA
584,"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",0,FiQA
585,"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",2,FiQA
586,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,0,FiQA
587,$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,2,FiQA
588,CompaniesLSE adds ex-SEC head Schapiro to board,2,FiQA
589,Short on $ATVI from 24.55.,0,FiQA
590,$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,2,FiQA
591,ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,2,FiQA
592,Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,2,FiQA
593,$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,0,FiQA
594,"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",2,FiQA
595,$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,2,FiQA
596,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,2,FiQA
597,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,0,FiQA
598,Glencore chief blames rivals' overproduction for share price fall,0,FiQA
599,$NFLX +3% of the lows,2,FiQA
600,Tesco's Sales Pickup Isn't Enough,0,FiQA
601,"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",2,FiQA
602,Barclays share price subdued as bank faces fresh forex probe,0,FiQA
603,$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,2,FiQA
604,CompaniesFresnillo shares jump 8% as silver price breaks $21,2,FiQA
605,$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,2,FiQA
606,"Broker tips: RBS, Croda, Sage",2,FiQA
607,FDA approves Shire's Vyvanse for binge-eating disorder,2,FiQA
608,Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,0,FiQA
609,ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,0,FiQA
610,$LINE biggies must be loading up here at lows..,2,FiQA
611,$MXWL Oh snap. Just went long again. LT,2,FiQA
612,$IACI http://stks.co/tJU Looks good on the weekly chart.,2,FiQA
613,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,2,FiQA
614,$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,2,FiQA
615,Tesco sales rise shows tentative recovery continues,2,FiQA
616,$BOBE down $2.84  premarket,0,FiQA
617,$SBUX getting sold here.,0,FiQA
618,New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,2,FiQA
619,$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,0,FiQA
620,$FB & $TSLA cracking lower early. $short #correction #stocks,0,FiQA
621,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,0,FiQA
622,#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,2,FiQA
623,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,2,FiQA
624,Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,0,FiQA
625,$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,2,FiQA
626,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",2,FiQA
627,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",2,FiQA
628,Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,2,FiQA
629,Horizonte acquires neighbouring Glencore nickel property in Brazil,2,FiQA
630,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,2,FiQA
631,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",2,FiQA
632,"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",2,FiQA
633,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",0,FiQA
634,AstraZeneca sells Caprelsa rights to Sanofi unit,2,FiQA
635,$TRX http://stks.co/1KkK Long setup. MACD cross.,2,FiQA
636,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",2,FiQA
637,London Stock Exchange seals ÃÂ£22 billion merger with Germany's Deutsche BÃÂ¶rse,2,FiQA
638,Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,0,FiQA
639,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0,FiQA
640,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",2,FiQA
641,UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,2,FiQA
642,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,2,FiQA
643,$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,2,FiQA
644,Brewer AB InBev seeks $275 bln tie-up with SABMiller,2,FiQA
645,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",2,FiQA
646,looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,0,FiQA
647,$AAPL nibbling on a small long via 525.. buying off 13min charts..,2,FiQA
648,UPDATE 1-BP shareholders back more disclosure on climate change risks,2,FiQA
649,$ilmn piper Jeffries raises pt.  I remain long,2,FiQA
650,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",2,FiQA
651,$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,2,FiQA
652,"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",0,FiQA
653,@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,0,FiQA
654,AstraZeneca sells US drug rights to Perrigo for $380 mln,2,FiQA
655,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,0,FiQA
656,"Britain's FTSE falls back with Ashtead, commodities under pressure",0,FiQA
657,$AAPL long 630.91,2,FiQA
658,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,2,FiQA
659,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,2,FiQA
